epoch,localtime,phase,window,vpdd,charge_now_uah,capacity_hires,suspend_ok,suspend_fail
1786447808,14:30:08,B-w3v50-prod,3,50,1301500,53.597,756,2
1786448108,14:35:08,B-w3v50-prod,3,50,1300500,53.574,757,2
1786448408,14:40:08,B-w3v50-prod,3,50,1300000,53.539,758,2
1786448708,14:45:08,B-w3v50-prod,3,50,1299000,53.500,759,2
1786449008,14:50:08,B-w3v50-prod,3,50,1298000,53.464,760,2
1786449308,14:55:08,B-w3v50-prod,3,50,1297500,53.441,761,2
1786449608,15:00:08,B-w3v50-prod,3,50,1296500,53.402,762,2
1786449908,15:05:08,B-w3v50-prod,3,50,1296000,53.367,763,2
1786450208,15:10:08,B-w3v50-prod,3,50,1295000,53.343,764,2
1786450508,15:15:08,B-w3v50-prod,3,50,1294000,53.304,765,2
1786450808,15:20:08,B-w3v50-prod,3,50,1293500,53.269,766,2
1786451108,15:25:08,B-w3v50-prod,3,50,1292500,53.246,767,2
1786451408,15:30:08,B-w3v50-prod,3,50,1292000,53.207,768,2
1786451708,15:35:08,B-w3v50-prod,3,50,1291000,53.171,769,2
1786452008,15:40:08,B-w3v50-prod,3,50,1290000,53.136,770,2
1786452308,15:45:08,B-w3v50-prod,3,50,1289500,53.109,771,2
1786452608,15:50:08,B-w3v50-prod,3,50,1288500,53.074,772,2
1786452908,15:55:08,B-w3v50-prod,3,50,1288000,53.039,773,2
1786453208,16:00:08,B-w3v50-prod,3,50,1287000,53.011,774,2
1786453508,16:05:08,B-w3v50-prod,3,50,1286000,52.964,775,2
1786453808,16:10:08,B-w3v50-prod,3,50,1285000,52.929,776,2
1786454108,16:15:08,B-w3v50-prod,3,50,1284000,52.890,777,2
1786454408,16:20:08,B-w3v50-prod,3,50,1283500,52.867,778,2
1786454708,16:25:08,B-w3v50-prod,3,50,1282500,52.832,779,2
1786455008,16:30:08,B-w3v50-prod,3,50,1282000,52.792,780,2
1786455308,16:35:08,B-w3v50-prod,3,50,1281000,52.757,781,2
1786455608,16:40:08,B-w3v50-prod,3,50,1280000,52.734,782,2
1786455908,16:45:08,B-w3v50-prod,3,50,1279500,52.695,783,2
1786456208,16:50:08,B-w3v50-prod,3,50,1278500,52.660,784,2
1786456508,16:55:08,B-w3v50-prod,3,50,1278000,52.636,785,2
1786456808,17:00:08,B-w3v50-prod,3,50,1277000,52.597,786,2
1786457108,17:05:08,B-w3v50-prod,3,50,1276000,52.562,787,2
1786457408,17:10:08,B-w3v50-prod,3,50,1275500,52.539,788,2
1786457708,17:15:08,B-w3v50-prod,3,50,1274500,52.500,789,2
1786458008,17:20:08,B-w3v50-prod,3,50,1274000,52.464,790,2
1786458308,17:25:08,B-w3v50-prod,3,50,1273000,52.425,791,2
1786458608,17:30:08,B-w3v50-prod,3,50,1272000,52.402,792,2
1786458908,17:35:08,B-w3v50-prod,3,50,1271500,52.367,793,2
1786459208,17:40:08,B-w3v50-prod,3,50,1270500,52.343,794,2
1786459508,17:45:08,B-w3v50-prod,3,50,1270000,52.304,795,2
1786459808,17:50:08,B-w3v50-prod,3,50,1269000,52.269,796,2
1786460108,17:55:08,B-w3v50-prod,3,50,1268500,52.246,797,2
1786460408,18:00:08,B-w3v50-prod,3,50,1267500,52.207,798,2
1786460708,18:05:08,B-w3v50-prod,3,50,1267000,52.171,799,2
1786461008,18:10:08,B-w3v50-prod,3,50,1266000,52.148,800,2
1786461308,18:15:08,B-w3v50-prod,3,50,1265000,52.109,801,2
1786461606,18:20:06,B-w3v50-prod,3,50,1255500,51.707,802,2
1786461908,18:25:08,B-w3v50-prod,3,50,1248000,51.402,803,2
1786462208,18:30:08,B-w3v50-prod,3,50,1234000,50.828,806,2
1786462507,18:35:07,B-w3v50-prod,3,50,1229500,50.644,811,2
1786462808,18:40:08,B-w3v50-prod,3,50,1228000,50.585,812,2
1786463108,18:45:08,B-w3v50-prod,3,50,1227500,50.546,813,2
1786463408,18:50:08,B-w3v50-prod,3,50,1226500,50.523,814,2
